name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Kirksey,00-0031361,no,CLE,ILB,50,0,0,2.5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Haden,00-0027860,no,CLE,CB,11,0,3,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,0,2,0,,,,,,,,,,,,,,
I.Campbell,00-0032198,no,CLE,SS,13,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Shelton,00-0032143,no,CLE,NT,27,0,0,1.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Nassib,00-0033129,no,CLE,DE,5,0,0,2.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.Cooper,00-0032061,no,CLE,DE,9,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Poyer,00-0030114,no,CLE,FS,9,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,,,,,,,,,,,,,,
J.Taylor,00-0030484,no,CLE,CB,11,0,3,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Schobert,00-0033125,no,CLE,OLB,5,0,0,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Mariota,00-0032268,no,TEN,QB,,,,,,5,2,9,2,-22,,,,,,,,,,,,,,,451,276,9,26,4,0,3426,,,,,,,,,,,,,,,,,,59,193,19,2,0,0,357
D.Henry,00-0032764,no,TEN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,13,0,0,0,137,110,158,23,5,0,0,490
D.Murray,00-0028009,no,TEN,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,2,1,0,1,0,0,10,,,,,,,,,,,191,9,53,3,1,0,377,293,342,102,9,0,0,1287
D.Walker,00-0024389,no,TEN,TE,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,93,65,7,0,0,800,2,11,0,0,0,0,11
T.Sharpe,00-0032778,no,TEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,67,41,2,0,0,522,1,1,0,0,0,0,1
H.Douglas,00-0026224,no,TEN,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,15,0,0,0,210,,,,,,,
A.Johnson,00-0022044,no,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,14,9,2,0,0,85,,,,,,,
R.Matthews,00-0029580,no,TEN,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,101,65,9,1,0,945,,,,,,,
R.Succop,00-0026968,no,TEN,K,,,,,,,,,,,24,22,589,66,40,1,39,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Kern,00-0025825,no,TEN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,32,866,77,3403,,,,,,,,,,,,,,,,,,,
M.Mariani,00-0027816,no,TEN,,,,,,,0,0,1,0,0,,,,,,,,,,234,274,0,26,0,,,,,,,,,,,,,122,152,0,29,0,,,,,,,,1,15,0,0,0,0,15
S.Spence,00-0029594,no,TEN,LB,15,1,0,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Blackson,00-0032107,no,TEN,DE,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Klug,00-0028080,no,TEN,DE,13,0,0,1.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Woods,00-0027723,no,TEN,NT,4,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Williamson,00-0031263,no,TEN,ILB,31,1,1,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McCourty,00-0027136,no,TEN,DB,8,0,2,0,59,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Au.Johnson,00-0032763,no,TEN,NT,7,0,0,0.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Searcy,00-0028038,no,TEN,SS,5,0,1,0,34,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Cox,00-0027737,no,TEN,,5,0,3,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Stafford,00-0030491,no,TEN,,10,0,1,1,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Byard,00-0033132,no,TEN,FS,11,0,0,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McCain,00-0026935,no,TEN,CB,7,0,2,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Woodyard,00-0025828,no,TEN,ILB,13,0,1,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Morgan,00-0027868,no,TEN,OLB,9,0,0,9.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Casey,00-0028015,no,TEN,DE,13,0,0,5.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Johnson,00-0027067,no,TEN,,13,1,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hill,00-0020679,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,35,19,0,0,0,0,242,,,,,,,,,,,,,,,,,,5,8,0,0,0,0,5
S.Diggs,00-0031588,no,MIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,31,0,6,0,300,53,84,3,0,0,903,3,10,0,0,0,0,10
M.Asiata,00-0028198,no,MIN,RB,,,,,,1,0,1,0,0,,,,,,,,,,11,11,0,1,0,,,,,,,,,,,,,,,,,,163,0,32,0,0,0,263,121,162,11,6,0,0,402
C.Patterson,00-0030578,no,MIN,WR,,,,,,0,0,2,0,0,,,,,,,,,,496,535,0,25,1,,,,,,,,,,,,,0,0,0,1,0,232,23,52,2,0,0,453,7,43,0,0,0,0,43
A.Peterson,00-0025394,no,MIN,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,3,0,0,0,8,37,27,0,0,0,0,72
J.McKinnon,00-0031376,no,MIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,146,19,43,2,0,0,255,159,172,14,2,2,1,539
K.Rudolph,00-0027981,no,MIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,76,83,7,1,0,840,,,,,,,
A.Thielen,00-0030035,no,MIN,WR,,,,,,1,2,2,2,0,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,11,15,0,6,0,371,126,69,5,0,0,967,2,15,0,0,0,0,15
C.Johnson,00-0030113,no,MIN,WR,,,,,,0,1,0,1,2,,,,,,,,,,16,16,0,1,0,,,,,,,,,,,,,,,,,,150,0,20,0,0,0,232,,,,,,,
A.Sendejo,00-0027914,no,MIN,SS,24,0,2,0.5,42,1,0,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hunter,00-0031565,no,MIN,DE,22,1,0,12.5,32,0,0,0,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Walsh,00-0029576,no,MIN,K,,,,,,,,,,,15,12,301,36,19,0,15,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Locke,00-0030405,no,MIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,34,837,74,3155,,,,,,,,,,,,,,,,,,,
M.Sherels,00-0027547,no,MIN,CB,,,,,,1,0,1,1,0,,,,,,,,,,35,35,0,2,0,,,,,,,,,,,,,112,243,133,21,2,,,,,,,,,,,,,,
H.Smith,00-0029606,no,MIN,FS,22,0,0,2,69,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Waynes,00-0031546,no,MIN,CB,7,0,3,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Robison,00-0025489,no,MIN,DE,10,3,0,7.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Barr,00-0031256,no,MIN,OLB,33,1,0,2,38,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Newman,00-0022045,no,MIN,CB,5,0,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Griffen,00-0027701,no,MIN,DE,12,2,0,8,36,0,0,0,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Kendricks,00-0031554,no,MIN,MLB,39,1,1,2.5,70,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Joseph,00-0027885,no,MIN,DT,40,3,0,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wilson,00-0029263,no,SEA,QB,,,,,,3,4,8,4,-7,,,,,,,,,,,,,,,546,353,11,21,2,1,4219,,,,,,,,,,,14,15,2,1,0,0,14,72,123,3,1,0,0,259
C.Michael,00-0030432,no,SEA,RB,,,,,,1,1,2,1,0,,,,,,,,,,21,30,0,3,0,,,,,,,,,,,,,,,,,,64,6,22,1,0,0,107,148,205,97,7,0,0,583
C.Prosise,00-0032393,no,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,17,0,0,0,208,30,92,72,1,0,0,172
T.Rawls,00-0031897,no,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,13,0,0,0,96,109,121,46,3,0,0,349
P.Richardson,00-0031257,no,SEA,WR,,,,,,,,,,,,,,,,,,,,77,81,0,5,0,,,,,,,,,,,,,,,,,,196,5,21,1,0,0,288,1,5,0,0,0,0,5
D.Baldwin,00-0028434,no,SEA,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,1,1,0,1,0,0,15,,,,,,,,,,,455,79,94,7,1,0,1128,3,0,0,0,0,0,2
L.Willson,00-0030089,no,SEA,TE,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,95,19,15,2,0,0,129,,,,,,,
J.Kearse,00-0029159,no,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,2,41,1,0,0,511,,,,,,,
T.Lockett,00-0032211,no,SEA,WR,,,,,,,,,,,,,,,,,,,,296,327,0,23,0,,,,,,,,,,,,,91,190,0,29,0,323,57,41,1,0,0,597,6,112,75,1,0,0,114
J.Graham,00-0027696,no,SEA,TE,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,109,65,6,0,0,923,1,0,0,0,0,0,0
S.Hauschka,00-0025944,no,SEA,K,,,,,,,,,,,36,33,617,99,30,5,29,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,0,2,3,2,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,630,26,854,71,3126,,,,,,,,,,,,,2,26,0,0,0,0,26
T.McDaniel,00-0024102,no,SEA,DT,23,0,0,0,20,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Wright,00-0028037,no,SEA,OLB,54,1,0,4,70,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sherman,00-0028092,no,SEA,CB,20,0,4,0,38,0,0,0,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,
C.Avril,00-0026232,no,SEA,DE,19,5,0,10.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Jefferson,00-0032416,yes,SEA,DT,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bennett,00-0026618,no,SEA,DE,11,0,0,4.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reed,00-0032387,no,SEA,DT,22,0,0,2.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Chancellor,00-0027733,no,SEA,SS,34,1,2,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Marsh,00-0031175,no,SEA,DE,5,1,0,3,12,0,0,0,1,0,,,,,,,,,,17,17,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Shead,00-0029191,no,SEA,CB,24,1,1,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Thomas,00-0027866,no,SEA,FS,22,0,2,0,24,0,0,0,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Wagner,00-0029255,no,SEA,MLB,83,0,1,4.5,87,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Clark,00-0032210,no,SEA,DE,22,2,0,10.0,25,0,0,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Lane,00-0029295,no,SEA,CB,13,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Tannehill,00-0029701,no,MIA,QB,,,,,,3,3,9,3,-27,,,,,,,,,,,,,,,389,261,12,19,2,1,2997,,,,,,,,,,,,,,,,,,39,103,2,1,0,0,164
A.Foster,00-0026796,no,MIA,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,6,0,0,0,78,22,20,0,0,0,0,55
D.Williams,00-0030874,no,MIA,RB,,,,,,1,0,1,0,0,,,,,,,,,,32,32,0,3,0,,,,,,,,,,,,,,,,,,220,31,23,3,0,0,249,35,95,15,3,0,0,115
L.Carroo,00-0033060,no,MIA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3,1,0,0,29,,,,,,,
J.Cameron,00-0028040,no,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,12,8,1,0,0,60,,,,,,,
K.Stills,00-0030085,no,MIA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,357,42,9,0,0,726,,,,,,,
J.Landry,00-0031382,no,MIA,WR,,,,,,2,0,2,0,0,,,,,,,,,,2,2,0,1,0,1,0,0,0,0,0,0,,,,,,98,113,0,16,0,463,126,94,4,2,1,1138,5,14,0,0,0,0,17
K.Alonso,00-0030401,no,MIA,MLB,45,1,2,0,69,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.James,00-0031417,no,MIA,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Franks,00-0031718,no,MIA,K,,,,,,,,,,,19,16,355,48,42,0,41,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Darr,00-0031716,no,MIA,P,,,,,,0,1,2,1,-6,,,,,,,,,,,,,,,,,,,,,,634,32,837,90,3991,,,,,,,,,,,,,1,0,0,0,0,0,0
J.Grant,00-0032791,no,MIA,WR,,,,,,1,3,4,3,0,,,,,,,,,,286,316,0,19,0,,,,,,,,,,,,,119,144,74,20,1,,,,,,,,1,1,0,0,0,0,1
J.Warmsley,00-0031225,no,MIA,DE,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jenkins,00-0030384,no,MIA,LB,14,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.Howard,00-0033050,no,MIA,CB,11,1,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0023750,no,MIA,,4,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Branch,00-0029600,no,MIA,DE,22,2,0,5.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Maxwell,00-0028111,no,MIA,CB,10,4,2,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McCain,00-0031587,no,MIA,CB,12,1,1,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jones,00-0027762,no,MIA,FS,20,0,1,0.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0026194,no,MIA,DE,14,0,0,3.5,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Abdul-Quddus,00-0028564,no,MIA,,27,0,2,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Mitchell,00-0027684,no,MIA,DT,6,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Suh,00-0027855,no,MIA,DT,31,0,0,5.0,40,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Misi,00-0027883,no,MIA,OLB,11,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Thomas,00-0028908,no,MIA,FS,12,1,0,1,27,0,1,0,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Phillips,00-0031557,no,MIA,DT,10,0,1,0.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Prescott,00-0033077,no,DAL,QB,,,,,,4,3,9,3,-3,,,,,,,,,,,,,,,459,311,4,23,2,0,3667,,,,,,,,,,,,,,,,,,57,167,27,6,0,0,282
K.Smith,00-0030968,no,DAL,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,3,0,0,0,20,2,5,0,0,0,0,5
A.Morris,00-0029141,no,DAL,RB,,,,,,,,,,,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,11,0,3,0,0,0,11,69,113,7,2,0,0,243
E.Elliott,00-0033045,no,DAL,RB,,,,,,1,3,5,3,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,83,32,1,0,0,363,322,405,174,15,0,0,1631
B.Butler,00-0030516,no,DAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,45,16,3,0,0,219,,,,,,,
C.Beasley,00-0029000,no,DAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,1,3,0,3,0,341,27,75,5,0,0,833,1,7,0,0,0,0,7
L.Dunbar,00-0029004,no,DAL,RB,,,,,,,,,,,,,,,,,,,,32,32,0,2,0,,,,,,,,,,,,,,,,,,78,0,16,0,0,0,122,9,19,1,1,0,0,31
J.Witten,00-0022127,no,DAL,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,41,69,3,0,0,673,,,,,,,
D.Bryant,00-0027902,no,DAL,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,1,1,0,1,0,0,10,,,,,,,,,,,334,135,50,8,2,0,796,,,,,,,
G.Swaim,00-0032141,no,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,6,0,0,0,69,,,,,,,
T.Williams,00-0030542,no,DAL,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,64,44,4,0,0,594,,,,,,,
D.Bailey,00-0028660,no,DAL,K,,,,,,,,,,,32,27,508,81,46,0,46,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jones,00-0028664,no,DAL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,25,864,58,2661,,,,,,,,,,,,,1,30,0,0,0,0,30
L.Whitehead,00-0031757,no,DAL,WR,,,,,,1,2,3,2,0,,,,,,,,,,281,290,0,17,0,,,,,,,,,,,,,93,148,0,25,0,48,0,3,0,0,0,48,10,89,0,0,0,0,82
J.Durant,00-0025435,no,DAL,LB,13,0,0,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mayowa,00-0030380,no,DAL,DE,9,1,0,5.5,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hitchens,00-0031348,no,DAL,MLB,39,0,0,1.5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Carr,00-0026280,no,DAL,DB,8,0,1,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Crawford,00-0029641,no,DAL,DE,12,0,0,4.5,16,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Thornton,00-0028424,no,DAL,DT,10,1,0,1.5,12,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Scandrick,00-0026283,no,DAL,CB,7,3,1,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Irving,00-0031997,no,DAL,DT,5,4,0,4.5,13,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0033047,no,DAL,CB,13,1,1,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Church,00-0027416,no,DAL,SS,24,1,2,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Wilber,00-0029647,no,DAL,OLB,1,0,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilcox,00-0030543,no,DAL,DB,12,1,1,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lee,00-0027663,no,DAL,OLB,53,0,0,0,91,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jones,00-0032239,no,DAL,FS,15,0,1,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McClain,00-0028003,no,DAL,DT,17,2,0,2.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Crawford,00-0029627,no,DAL,DE,13,0,0,3.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Manning,00-0022803,no,NYG,QB,,,,,,4,0,7,0,0,,,,,,,,,,,,,,,598,377,16,26,0,0,4027,,,,,,,,,,,,,,,,,,21,5,0,0,0,0,-9
S.Vereen,00-0027994,no,NYG,RB,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,11,0,0,0,94,33,52,1,1,0,0,158
R.Jennings,00-0027155,no,NYG,,,,,,,0,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,13,35,1,0,0,201,181,147,5,3,0,0,593
O.Beckham,00-0031235,no,NYG,WR,,,,,,1,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,36,0,10,0,478,216,101,10,0,0,1372,1,9,0,0,0,0,9
L.Donnell,00-0028838,no,NYG,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,15,15,1,0,0,92,,,,,,,
W.Tye,00-0032004,no,NYG,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,9,48,1,0,0,395,,,,,,,
V.Cruz,00-0027265,no,NYG,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,3,39,1,0,0,586,,,,,,,
S.Shepard,00-0032385,no,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,102,65,8,0,0,683,3,31,0,0,0,0,31
R.Bullock,00-0029421,no,NYG,K,,,,,,,,,,,9,8,134,24,10,0,9,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Wing,00-0030142,no,NYG,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,28,905,93,4297,,,,,,,,,,,,,,,,,,,
D.Harris,00-0028114,no,NYG,WR,0,0,0,0,1,1,0,3,1,0,,,,,,,,,,227,282,0,22,0,,,,,,,,,,,,,95,117,0,29,0,13,13,1,1,0,0,13,,,,,,,
K.Sheppard,00-0028006,no,NYG,LB,20,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
