name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
Z.Brown,00-0029566,no,BUF,LB,49,2,1,4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Alexander,00-0023259,no,BUF,OLB,13,2,1,12.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Douzable,00-0025942,no,BUF,DT,19,0,0,1.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gilmore,00-0029542,no,BUF,CB,6,0,5,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Bryant,00-0028707,no,BUF,DT,6,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Worthy,00-0029257,no,BUF,DT,7,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hughes,00-0027881,no,BUF,DE,17,1,0,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa.Williams,00-0027972,no,BUF,,7,0,0,0,13,0,0,0,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McCray,00-0029799,no,BUF,DE,7,1,0,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Darby,00-0032195,no,BUF,CB,9,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Osweiler,00-0029682,no,HOU,QB,,,,,,1,2,5,2,-5,,,,,,,,,,,,,,,509,300,16,15,0,0,2968,,,,,,,,,,,-6,0,1,0,0,0,-6,30,100,2,2,0,0,133
L.Miller,00-0029615,no,HOU,RB,,,,,,1,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,10,31,1,0,0,199,269,245,6,5,0,0,1077
A.Blue,00-0031075,no,HOU,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,12,0,0,0,40,99,175,24,1,0,0,416
J.Prosch,00-0031085,no,HOU,FB,,,,,,,,,,,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,6,0,1,0,0,0,6,4,9,0,0,0,0,9
T.Ervin,00-0032404,no,HOU,RB,,,,,,2,0,3,0,0,,,,,,,,,,138,161,0,14,0,,,,,,,,,,,,,137,182,0,27,0,18,0,3,0,0,0,18,1,3,0,0,0,0,3
C.Fiedorowicz,00-0031302,no,HOU,TE,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,50,54,4,0,0,559,,,,,,,
B.Miller,00-0033069,no,HOU,WR,,,,,,,,,,,,,,,,,,,,41,41,0,3,0,,,,,,,,,,,,,1,1,0,1,0,77,12,15,1,0,0,99,3,0,0,0,0,0,0
W.Fuller,00-0033127,no,HOU,WR,,,,,,0,0,2,0,0,,,,,,,,,,31,31,0,2,0,,,,,,,,,,,,,118,137,67,11,1,319,23,47,2,0,0,630,1,-3,0,0,0,0,-3
R.Griffin,00-0030108,no,HOU,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,7,50,2,0,0,442,,,,,,,
S.Anderson,00-0032725,no,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7,11,1,0,0,93,,,,,,,
D.Hopkins,00-0030564,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,95,77,4,0,0,951,,,,,,,
N.Novak,00-0023096,no,HOU,K,,,,,,,,,,,41,35,560,105,24,1,22,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lechler,00-0019714,no,HOU,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,30,903,72,3423,,,,,,,,,,,,,,,,,,,
A.Hal,00-0031087,no,HOU,FS,15,0,2,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Wilfork,00-0022712,no,HOU,,12,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Joseph,00-0024239,no,HOU,CB,7,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Clowney,00-0031364,no,HOU,DE,12,1,0,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Mercilus,00-0029643,no,HOU,OLB,16,1,0,7.5,34,0,0,0,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Johnson,00-0031548,no,HOU,CB,3,0,0,0,18,0,0,0,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Covington,00-0031619,no,HOU,DE,10,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cushing,00-0026991,no,HOU,ILB,26,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Reader,00-0032424,no,HOU,DT,14,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jackson,00-0027872,no,HOU,CB,11,0,1,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McKinney,00-0031553,no,HOU,ILB,51,0,0,5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bullough,00-0031138,no,HOU,,5,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bouye,00-0030228,no,HOU,CB,14,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Simon,00-0030442,no,HOU,LB,20,1,0,3.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Watt,00-0027949,no,HOU,DE,7,0,0,1.5,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Demps,00-0026257,no,HOU,SS,17,1,6,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cutler,00-0024226,no,CHI,QB,,,,,,2,2,6,2,0,,,,,,,,,,,,,,,137,81,5,4,0,0,1059,,,,,,,,,,,,,,,,,,5,24,0,0,0,0,24
J.Langford,00-0031569,no,CHI,RB,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,19,0,0,0,142,62,97,4,4,0,0,200
K.Carey,00-0031057,no,CHI,RB,,,,,,,,,,,,,,,,,,,,38,38,0,2,0,,,,,,,,,,,,,,,,,,55,0,5,0,0,0,55,32,64,0,0,0,0,126
K.White,00-0031545,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,19,0,0,0,187,1,9,0,0,0,0,9
E.Royal,00-0026182,no,CHI,,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99,134,65,19,1,182,23,33,2,0,0,369,,,,,,,
A.Jeffery,00-0029137,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,19,52,2,0,0,821,,,,,,,
Z.Miller,00-0027125,no,CHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,31,47,4,0,0,486,,,,,,,
C.Barth,00-0026138,no,CHI,K,,,,,,,,,,,22,18,445,54,32,0,31,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.O'Donnell,00-0031079,no,CHI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,24,827,68,2994,,,,,,,,,,,,,,,,,,,
D.Thompson,00-0029388,no,CHI,WR,,,,,,1,0,1,0,0,,,,,,,,,,330,411,0,35,0,,,,,,,,,,,,,,,,,,101,9,22,2,0,0,249,,,,,,,
L.Floyd,00-0033072,no,CHI,OLB,10,1,0,7.0,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Porter,00-0026180,no,CHI,,3,1,2,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Washington,00-0030048,no,CHI,DE,7,0,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0032776,no,CHI,CB,2,0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Freeman,00-0025920,no,CHI,ILB,24,1,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Houston,00-0027657,no,CHI,OLB,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Amos,00-0031584,no,CHI,FS,8,1,0,0,54,0,0,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Jones-Quartey,00-0031989,no,CHI,SS,11,0,1,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hicks,00-0029657,no,CHI,DE,17,2,0,7,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Trevathan,00-0029577,no,CHI,ILB,17,0,0,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Goldman,00-0031551,no,CHI,NT,6,0,0,2.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Glenn,00-0031907,no,CHI,CB,3,1,1,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Acho,00-0028041,no,CHI,OLB,9,1,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bortles,00-0031407,no,JAC,QB,,,,,,6,0,8,0,-9,,,,,,,,,,,,,,,625,368,16,23,1,1,3905,,,,,,,,,,,20,20,1,1,0,0,20,57,196,24,3,1,1,360
D.Robinson,00-0030547,no,JAC,,,,,,,0,0,0,1,22,,,,,,,,,,13,13,0,1,0,,,,,,,,,,,,,,,,,,22,0,3,0,0,0,22,41,40,0,0,0,0,144
T.Yeldon,00-0032209,no,JAC,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,13,50,1,0,0,312,130,158,5,1,0,0,465
A.Hurns,00-0030821,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,59,35,3,0,0,477,,,,,,,
M.Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,4,20,1,0,0,169,,,,,,,
A.Robinson,00-0031428,no,JAC,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,32,73,6,1,1,883,,,,,,,
M.Lee,00-0031431,no,JAC,WR,,,,,,1,0,1,0,0,,,,,,,,,,283,350,100,18,1,1,1,0,1,0,0,20,,,,,,3,3,0,2,0,357,44,63,3,0,0,851,6,34,0,0,0,0,35
J.Thomas,00-0028067,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,46,30,4,0,0,281,,,,,,,
R.Greene,00-0032170,no,JAC,WR,,,,,,1,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,49,109,0,21,0,29,0,5,0,0,0,32,,,,,,,
J.Myers,00-0031492,no,JAC,K,,,,,,,,,,,32,27,583,81,32,0,29,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Nortman,00-0029304,no,JAC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,27,929,77,3589,,,,,,,,,,,,,,,,,,,
C.Grant,00-0031731,no,JAC,RB,,,,,,,,,,,,,,,,,,,,98,121,0,13,0,,,,,,,,,,,,,,,,,,33,15,4,1,0,0,35,32,76,57,1,0,0,164
D.House,00-0028069,no,JAC,DB,3,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ramsey,00-0033055,no,JAC,CB,10,1,2,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Gratz,00-0030539,no,JAC,,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gipson,00-0028924,no,JAC,FS,7,0,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Skuta,00-0026725,no,JAC,LB,3,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Posluszny,00-0025421,no,JAC,MLB,36,0,1,1.5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cyprien,00-0030538,no,JAC,SS,30,1,0,1,97,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Marks,00-0027038,no,JAC,,4,0,0,3.5,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Smith,00-0031309,no,JAC,OLB,20,0,2,1,98,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Fowler,00-0032052,no,JAC,DE,9,0,0,4.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.Ngakoue,00-0033123,no,JAC,DE,3,4,1,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Amukamara,00-0027957,no,JAC,DB,3,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Odrick,00-0027878,no,JAC,,3,1,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Rodgers,00-0023459,no,GB,QB,,,,,,4,1,8,1,-3,,,,,,,,,,,,,,,610,401,7,40,2,1,4428,,,,,,,,,,,,,,,,,,67,195,42,4,1,1,369
J.Starks,00-0027791,no,GB,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,44,19,2,0,0,134,63,51,0,0,1,0,145
R.Cobb,00-0028002,no,GB,WR,,,,,,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,32,33,0,4,0,257,20,60,4,0,0,610,10,21,0,0,0,0,33
E.Lacy,00-0030485,no,GB,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,4,0,0,0,28,71,122,0,0,0,0,360
J.Abbrederis,00-0031021,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,0,8,,,,,,,
R.Rodgers,00-0031384,no,GB,TE,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,168,15,30,2,0,0,271,,,,,,,
D.Adams,00-0031381,no,GB,WR,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,194,75,12,2,1,997,,,,,,,
J.Cook,00-0027061,no,GB,TE,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,6,30,1,0,0,377,,,,,,,
J.Nelson,00-0026176,no,GB,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,133,97,14,0,0,1257,,,,,,,
M.Hyde,00-0030090,no,GB,SS,11,0,3,1,45,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,19,33,0,11,0,,,,,,,,,,,,,,
J.Thomas,00-0030761,no,GB,ILB,15,0,1,0,53,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Crosby,00-0025580,no,GB,K,,,,,,,,,,,29,26,541,78,47,0,44,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Schum,00-0029739,no,GB,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,19,810,56,2420,,,,,,,,,,,,,,,,,,,
T.Montgomery,00-0032200,no,GB,RB,,,,,,1,0,2,0,0,,,,,,,,,,260,275,0,18,0,,,,,,,,,,,,,,,,,,128,0,44,0,0,0,348,77,182,5,3,0,0,457
K.Clark,00-0033120,no,GB,NT,8,0,0,0,13,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ringo,00-0031615,no,GB,DE,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Martinez,00-0032408,no,GB,ILB,21,0,1,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Perry,00-0029408,no,GB,OLB,17,0,1,11.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Gunter,00-0031829,no,GB,CB,4,2,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Lowry,00-0032412,no,GB,DE,2,0,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Matthews,00-0027002,no,GB,OLB,4,1,0,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ryan,00-0031578,no,GB,ILB,25,0,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Daniels,00-0029284,no,GB,DE,8,0,0,4,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Shields,00-0027440,no,GB,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Burnett,00-0027676,no,GB,SS,23,0,2,3,67,0,0,0,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Randall,00-0032251,no,GB,CB,4,0,3,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,,,,,,,,,,,,,,
L.Guion,00-0026292,no,GB,,10,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Clinton-Dix,00-0031333,no,GB,FS,18,1,5,0.5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Rollins,00-0031937,no,GB,CB,2,0,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0023436,no,KC,QB,,,,,,4,1,6,1,-22,,,,,,,,,,,,,,,489,328,8,15,2,2,3502,,,,,,,,,,,3,0,1,0,0,0,3,48,93,38,5,0,0,134
J.Maclin,00-0026995,no,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,243,32,44,2,0,0,536,1,-1,0,0,0,0,-1
C.West,00-0030668,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,4,28,2,0,0,188,88,114,3,1,0,0,293
S.Ware,00-0030414,no,KC,RB,,,,,,3,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,49,33,2,0,0,447,214,243,10,3,0,0,922
D.Harris,00-0030155,no,KC,TE,,,,,,0,0,1,1,27,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,,,,,,83,2,17,1,0,0,123,,,,,,,
A.Wilson,00-0030669,no,KC,WR,,,,,,,,,,,,,,,,,,,,13,13,0,1,0,,,,,,,,,,,,,,,,,,167,26,31,2,0,0,279,2,50,55,1,0,0,50
T.Kelce,00-0030506,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,109,85,4,1,1,1125,1,-5,0,0,0,0,-5
C.Conley,00-0032128,no,KC,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,44,0,0,0,530,,,,,,,
T.Hill,00-0033040,no,KC,WR,,,,,,1,2,4,2,0,,,,,,,,,,290,305,86,14,1,,,,,,,,,,,,,301,437,173,39,2,302,130,61,6,0,0,593,24,231,141,3,0,0,267
C.Santos,00-0031203,no,KC,K,,,,,,,,,,,35,31,523,93,38,1,36,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,38,868,76,3427,,,,,,,,,,,,,,,,,,,
D.Alexander,00-0031950,no,KC,LB,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
A.Bailey,00-0028024,no,KC,DE,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Poe,00-0029688,no,KC,NT,9,1,0,1.5,17,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1
D.Ford,00-0031297,no,KC,OLB,13,1,0,10.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Peters,00-0032165,no,KC,CB,10,1,6,0,35,0,0,0,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,10,0,0,3.5,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Gaines,00-0031015,no,KC,CB,2,2,1,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Parker,00-0028445,no,KC,FS,9,2,1,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Zombo,00-0027442,no,KC,OLB,11,1,0,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.March-Lillard,00-0031999,no,KC,ILB,7,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Berry,00-0027858,no,KC,SS,15,1,4,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,20,0,1,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.White,00-0032788,no,KC,CB,1,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Williams,00-0030500,no,KC,DT,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Nelson,00-0032150,no,KC,CB,6,0,0,0,58,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Rivers,00-0022942,no,SD,QB,,,,,,5,3,9,3,-10,,,,,,,,,,,,,,,579,350,21,33,2,0,4395,,,,,,,,,,,,,,,,,,14,30,0,0,0,0,35
M.Gordon,00-0032144,no,SD,RB,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,23,41,2,0,0,419,254,271,17,10,0,0,997
D.Woodhead,00-0026019,no,SD,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,6,1,0,0,35,19,44,0,0,0,0,116
K.Allen,00-0030279,no,SD,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,6,0,0,0,63,,,,,,,
D.Inman,00-0028411,no,SD,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,163,58,4,0,0,810,,,,,,,
H.Henry,00-0033090,no,SD,TE,,,,,,1,0,1,0,0,,,,,,,,,,10,10,0,1,0,,,,,,,,,,,,,,,,,,256,73,36,8,1,0,482,,,,,,,
A.Gates,00-0021547,no,SD,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,40,53,7,1,0,548,,,,,,,
Ty.Williams,00-0032160,no,SD,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,192,69,7,0,0,1059,,,,,,,
T.Benjamin,00-0029269,no,SD,WR,,,,,,3,0,5,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,24,37,0,9,0,350,106,47,4,0,0,683,2,-3,0,0,0,0,-3
J.Lambo,00-0032087,no,SD,K,,,,,,,,,,,31,26,484,78,44,2,42,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Kaser,00-0032896,no,SD,P,,,,,,0,0,1,0,-17,,,,,,,,,,,,,,,,,,,,,,552,18,828,59,2731,,,,,,,,,,,,,1,0,0,0,0,0,0
C.Mager,00-0032106,no,SD,CB,10,0,1,0,19,0,0,0,1,0,,,,,,,,,,41,43,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Perryman,00-0032103,no,SD,ILB,16,0,1,2,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCoil,00-0032322,no,SD,SS,4,0,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
